entry,hostname,delta,error,lastcall
1,xen-vm1,0.040001468,0.000001468,6.520242871
1,xen-vm1,0.040004431,0.000004431,6.560247302
1,xen-vm1,0.040006926,0.000006926,6.600254228
1,xen-vm1,0.040005673,0.000005673,6.640259901
1,xen-vm1,0.040003588,0.000003588,6.680263489
1,xen-vm1,0.040007979,0.000007979,6.720271468
1,xen-vm1,0.039998198,0.000001802,6.760269666
1,xen-vm1,0.040009966,0.000009966,6.800279632
1,xen-vm1,0.040007457,0.000007457,6.840287089
1,xen-vm1,0.039999865,0.000000135,6.880286954
1,xen-vm1,0.040006006,0.000006006,6.920292960
1,xen-vm1,0.040000307,0.000000307,6.960293267
1,xen-vm1,0.040008683,0.000008683,7.000301950
1,xen-vm1,0.040005677,0.000005677,7.040307627
1,xen-vm1,0.040002105,0.000002105,7.080309732
1,xen-vm1,0.040010382,0.000010382,7.120320114
1,xen-vm1,0.040000720,0.000000720,7.160320834
1,xen-vm1,0.040007997,0.000007997,7.200328831
1,xen-vm1,0.040007614,0.000007614,7.240336445
1,xen-vm1,0.040002652,0.000002652,7.280339097
1,xen-vm1,0.040007255,0.000007255,7.320346352
1,xen-vm1,0.039999580,0.000000420,7.360345932
1,xen-vm1,0.040010084,0.000010084,7.400356016
1,xen-vm1,0.040004601,0.000004601,7.440360617
1,xen-vm1,0.040007423,0.000007423,7.480368040
1,xen-vm1,0.040000695,0.000000695,7.520368735
1,xen-vm1,0.040006348,0.000006348,7.560375083
1,xen-vm1,0.040007343,0.000007343,7.600382426
1,xen-vm1,0.040006207,0.000006207,7.640388633
1,xen-vm1,0.040004073,0.000004073,7.680392706
1,xen-vm1,0.040002366,0.000002366,7.720395072
1,xen-vm1,0.040004817,0.000004817,7.760399889
1,xen-vm1,0.040011053,0.000011053,7.800410942
1,xen-vm1,0.040008006,0.000008006,7.840418948
1,xen-vm1,0.040003133,0.000003133,7.880422081
1,xen-vm1,0.039999968,0.000000032,7.920422049
1,xen-vm1,0.040005805,0.000005805,7.960427854
1,xen-vm1,0.040008594,0.000008594,8.000436448
1,xen-vm1,0.040007872,0.000007872,8.040444320
1,xen-vm1,0.040003681,0.000003681,8.080448001
1,xen-vm1,0.040002981,0.000002981,8.120450982
1,xen-vm1,0.040006391,0.000006391,8.160457373
1,xen-vm1,0.040010192,0.000010192,8.200467565
1,xen-vm1,0.040005791,0.000005791,8.240473356
1,xen-vm1,0.040005737,0.000005737,8.280479093
1,xen-vm1,0.040001583,0.000001583,8.320480676
1,xen-vm1,0.040005837,0.000005837,8.360486513
1,xen-vm1,0.040009869,0.000009869,8.400496382
1,xen-vm1,0.040006044,0.000006044,8.440502426
1,xen-vm1,0.040005719,0.000005719,8.480508145
1,xen-vm1,0.040002949,0.000002949,8.520511094
1,xen-vm1,0.040015024,0.000015024,8.560526118
1,xen-vm1,0.040001748,0.000001748,8.600527866
1,xen-vm1,0.040005189,0.000005189,8.640533055
1,xen-vm1,0.040004288,0.000004288,8.680537343
1,xen-vm1,0.040005628,0.000005628,8.720542971
1,xen-vm1,0.040006902,0.000006902,8.760549873
1,xen-vm1,0.040007297,0.000007297,8.800557170
1,xen-vm1,0.040003536,0.000003536,8.840560706
1,xen-vm1,0.040008905,0.000008905,8.880569611
1,xen-vm1,0.040001906,0.000001906,8.920571517
1,xen-vm1,0.040005728,0.000005728,8.960577245
1,xen-vm1,0.040009620,0.000009620,9.000586865
1,xen-vm1,0.040008196,0.000008196,9.040595061
1,xen-vm1,0.040007091,0.000007091,9.080602152
1,xen-vm1,0.040000291,0.000000291,9.120602443
1,xen-vm1,0.040006681,0.000006681,9.160609124
1,xen-vm1,0.040010423,0.000010423,9.200619547
1,xen-vm1,0.040007352,0.000007352,9.240626899
1,xen-vm1,0.040005758,0.000005758,9.280632657
1,xen-vm1,0.040004340,0.000004340,9.320636997
1,xen-vm1,0.040007547,0.000007547,9.360644544
1,xen-vm1,0.040008504,0.000008504,9.400653048
1,xen-vm1,0.040006333,0.000006333,9.440659381
1,xen-vm1,0.040006442,0.000006442,9.480665823
1,xen-vm1,0.040003448,0.000003448,9.520669271
1,xen-vm1,0.040005929,0.000005929,9.560675200
1,xen-vm1,0.040010952,0.000010952,9.600686152
1,xen-vm1,0.040007765,0.000007765,9.640693917
1,xen-vm1,0.040004919,0.000004919,9.680698836
1,xen-vm1,0.040003367,0.000003367,9.720702203
1,xen-vm1,0.040005452,0.000005452,9.760707655
1,xen-vm1,0.040012576,0.000012576,9.800720231
1,xen-vm1,0.039995909,0.000004091,9.840716140
1,xen-vm1,0.040017774,0.000017774,9.880733914
1,xen-vm1,0.040174596,0.000174596,9.920908510
1,xen-vm1,0.039833874,0.000166126,9.960742384
1,xen-vm1,0.040009931,0.000009931,10.000752315
1,xen-vm1,0.040008367,0.000008367,10.040760682
1,xen-vm1,0.040008438,0.000008438,10.080769120
1,xen-vm1,0.039999574,0.000000426,10.120768694
1,xen-vm1,0.040007767,0.000007767,10.160776461
1,xen-vm1,0.040011399,0.000011399,10.200787860
1,xen-vm1,0.040010445,0.000010445,10.240798305
1,xen-vm1,0.040002777,0.000002777,10.280801082
1,xen-vm1,0.040005623,0.000005623,10.320806705
1,xen-vm1,0.040005158,0.000005158,10.360811863
1,xen-vm1,0.040011110,0.000011110,10.400822973
1,xen-vm1,0.040010477,0.000010477,10.440833450
1,xen-vm1,0.040005571,0.000005571,10.480839021
1,xen-vm1,0.040004454,0.000004454,10.520843475
1,xen-vm1,0.040005700,0.000005700,10.560849175
1,xen-vm1,0.040008929,0.000008929,10.600858104
1,xen-vm1,0.040011251,0.000011251,10.640869355
1,xen-vm1,0.040005752,0.000005752,10.680875107
1,xen-vm1,0.040002885,0.000002885,10.720877992
1,xen-vm1,0.040006816,0.000006816,10.760884808
1,xen-vm1,0.040013154,0.000013154,10.800897962
1,xen-vm1,0.040003972,0.000003972,10.840901934
1,xen-vm1,0.040007222,0.000007222,10.880909156
1,xen-vm1,0.040004768,0.000004768,10.920913924
1,xen-vm1,0.040007688,0.000007688,10.960921612
1,xen-vm1,0.040010639,0.000010639,11.000932251
1,xen-vm1,0.040010764,0.000010764,11.040943015
1,xen-vm1,0.040002955,0.000002955,11.080945970
1,xen-vm1,0.040003019,0.000003019,11.120948989
1,xen-vm1,0.040008260,0.000008260,11.160957249
1,xen-vm1,0.040011471,0.000011471,11.200968720
1,xen-vm1,0.040012435,0.000012435,11.240981155
1,xen-vm1,0.040005133,0.000005133,11.280986288
1,xen-vm1,0.040000917,0.000000917,11.320987205
1,xen-vm1,0.040012964,0.000012964,11.361000169
1,xen-vm1,0.040008613,0.000008613,11.401008782
1,xen-vm1,0.040010240,0.000010240,11.441019022
1,xen-vm1,0.040004066,0.000004066,11.481023088
1,xen-vm1,0.040005261,0.000005261,11.521028349
1,xen-vm1,0.040011303,0.000011303,11.561039652
1,xen-vm1,0.040004908,0.000004908,11.601044560
1,xen-vm1,0.040004968,0.000004968,11.641049528
1,xen-vm1,0.040013355,0.000013355,11.681062883
1,xen-vm1,0.040001955,0.000001955,11.721064838
1,xen-vm1,0.040013606,0.000013606,11.761078444
1,xen-vm1,0.040005630,0.000005630,11.801084074
1,xen-vm1,0.040008343,0.000008343,11.841092417
1,xen-vm1,0.040014723,0.000014723,11.881107140
1,xen-vm1,0.039995704,0.000004296,11.921102844
1,xen-vm1,0.040012396,0.000012396,11.961115240
1,xen-vm1,0.040007439,0.000007439,12.001122679
1,xen-vm1,0.040028411,0.000028411,12.041151090
1,xen-vm1,0.040007767,0.000007767,12.081158857
1,xen-vm1,0.039985720,0.000014280,12.121144577
1,xen-vm1,0.040010672,0.000010672,12.161155249
1,xen-vm1,0.040007772,0.000007772,12.201163021
1,xen-vm1,0.040027631,0.000027631,12.241190652
1,xen-vm1,0.040008099,0.000008099,12.281198751
1,xen-vm1,0.040005986,0.000005986,12.321204737
1,xen-vm1,0.040010201,0.000010201,12.361214938
1,xen-vm1,0.040009013,0.000009013,12.401223951
1,xen-vm1,0.040007460,0.000007460,12.441231411
1,xen-vm1,0.040008769,0.000008769,12.481240180
1,xen-vm1,0.040006496,0.000006496,12.521246676
1,xen-vm1,0.040009353,0.000009353,12.561256029
1,xen-vm1,0.040008507,0.000008507,12.601264536
1,xen-vm1,0.040008429,0.000008429,12.641272965
1,xen-vm1,0.040006700,0.000006700,12.681279665
1,xen-vm1,0.040007954,0.000007954,12.721287619
1,xen-vm1,0.040008659,0.000008659,12.761296278
1,xen-vm1,0.040009555,0.000009555,12.801305833
1,xen-vm1,0.040006520,0.000006520,12.841312353
1,xen-vm1,0.040009634,0.000009634,12.881321987
1,xen-vm1,0.040006861,0.000006861,12.921328848
1,xen-vm1,0.040008271,0.000008271,12.961337119
1,xen-vm1,0.040007904,0.000007904,13.001345023
1,xen-vm1,0.040009598,0.000009598,13.041354621
1,xen-vm1,0.040008470,0.000008470,13.081363091
1,xen-vm1,0.040009159,0.000009159,13.121372250
1,xen-vm1,0.040006987,0.000006987,13.161379237
1,xen-vm1,0.040010486,0.000010486,13.201389723
1,xen-vm1,0.040006694,0.000006694,13.241396417
1,xen-vm1,0.040008882,0.000008882,13.281405299
1,xen-vm1,0.040009978,0.000009978,13.321415277
1,xen-vm1,0.040007193,0.000007193,13.361422470
1,xen-vm1,0.040008994,0.000008994,13.401431464
1,xen-vm1,0.040008317,0.000008317,13.441439781
1,xen-vm1,0.040009269,0.000009269,13.481449050
1,xen-vm1,0.040009277,0.000009277,13.521458327
1,xen-vm1,0.040007726,0.000007726,13.561466053
1,xen-vm1,0.040002550,0.000002550,13.601468603
1,xen-vm1,0.040014336,0.000014336,13.641482939
1,xen-vm1,0.040004731,0.000004731,13.681487670
1,xen-vm1,0.040013643,0.000013643,13.721501313
1,xen-vm1,0.040009070,0.000009070,13.761510383
1,xen-vm1,0.040007694,0.000007694,13.801518077
1,xen-vm1,0.040007894,0.000007894,13.841525971
1,xen-vm1,0.040010522,0.000010522,13.881536493
1,xen-vm1,0.040008233,0.000008233,13.921544726
1,xen-vm1,0.040007015,0.000007015,13.961551741
1,xen-vm1,0.040009097,0.000009097,14.001560838
1,xen-vm1,0.040009075,0.000009075,14.041569913
1,xen-vm1,0.040008682,0.000008682,14.081578595
1,xen-vm1,0.040010766,0.000010766,14.121589361
1,xen-vm1,0.040007329,0.000007329,14.161596690
1,xen-vm1,0.040008425,0.000008425,14.201605115
1,xen-vm1,0.040008930,0.000008930,14.241614045
1,xen-vm1,0.040009390,0.000009390,14.281623435
1,xen-vm1,0.040009464,0.000009464,14.321632899
1,xen-vm1,0.040004148,0.000004148,14.361637047
1,xen-vm1,0.040014097,0.000014097,14.401651144
1,xen-vm1,0.040008694,0.000008694,14.441659838
1,xen-vm1,0.040009488,0.000009488,14.481669326
1,xen-vm1,0.040011037,0.000011037,14.521680363
1,xen-vm1,0.040007339,0.000007339,14.561687702
1,xen-vm1,0.040002774,0.000002774,14.601690476
1,xen-vm1,0.040014699,0.000014699,14.641705175
1,xen-vm1,0.040008829,0.000008829,14.681714004
1,xen-vm1,0.040009944,0.000009944,14.721723948
1,xen-vm1,0.040008775,0.000008775,14.761732723
1,xen-vm1,0.040006478,0.000006478,14.801739201
1,xen-vm1,0.040011313,0.000011313,14.841750514
1,xen-vm1,0.040010019,0.000010019,14.881760533
1,xen-vm1,0.040008309,0.000008309,14.921768842
1,xen-vm1,0.040008299,0.000008299,14.961777141
1,xen-vm1,0.040010239,0.000010239,15.001787380
1,xen-vm1,0.040009060,0.000009060,15.041796440
1,xen-vm1,0.040009715,0.000009715,15.081806155
1,xen-vm1,0.040008793,0.000008793,15.121814948
1,xen-vm1,0.040011253,0.000011253,15.161826201
1,xen-vm1,0.040008557,0.000008557,15.201834758
1,xen-vm1,0.040009000,0.000009000,15.241843758
1,xen-vm1,0.040008535,0.000008535,15.281852293
1,xen-vm1,0.040009479,0.000009479,15.321861772
1,xen-vm1,0.040004854,0.000004854,15.361866626
1,xen-vm1,0.040014450,0.000014450,15.401881076
1,xen-vm1,0.040009402,0.000009402,15.441890478
1,xen-vm1,0.040009266,0.000009266,15.481899744
1,xen-vm1,0.040010715,0.000010715,15.521910459
1,xen-vm1,0.040005417,0.000005417,15.561915876
1,xen-vm1,0.040007713,0.000007713,15.601923589
1,xen-vm1,0.040012483,0.000012483,15.641936072
1,xen-vm1,0.040010880,0.000010880,15.681946952
1,xen-vm1,0.040009339,0.000009339,15.721956291
1,xen-vm1,0.040004728,0.000004728,15.761961019
1,xen-vm1,0.040009219,0.000009219,15.801970238
1,xen-vm1,0.040016355,0.000016355,15.841986593
1,xen-vm1,0.040007695,0.000007695,15.881994288
1,xen-vm1,0.040009413,0.000009413,15.922003701
1,xen-vm1,0.040004509,0.000004509,15.962008210
1,xen-vm1,0.040016369,0.000016369,16.002024579
1,xen-vm1,0.040007177,0.000007177,16.042031756
1,xen-vm1,0.040010473,0.000010473,16.082042229
1,xen-vm1,0.040012950,0.000012950,16.122055179
1,xen-vm1,0.040000855,0.000000855,16.162056034
1,xen-vm1,0.040014646,0.000014646,16.202070680
1,xen-vm1,0.040011234,0.000011234,16.242081914
1,xen-vm1,0.040009309,0.000009309,16.282091223
1,xen-vm1,0.040011836,0.000011836,16.322103059
1,xen-vm1,0.040003641,0.000003641,16.362106700
1,xen-vm1,0.040013294,0.000013294,16.402119994
1,xen-vm1,0.040010850,0.000010850,16.442130844
1,xen-vm1,0.040010324,0.000010324,16.482141168
1,xen-vm1,0.040012029,0.000012029,16.522153197
1,xen-vm1,0.040003804,0.000003804,16.562157001
1,xen-vm1,0.040006463,0.000006463,16.602163464
1,xen-vm1,0.040014800,0.000014800,16.642178264
1,xen-vm1,0.040011588,0.000011588,16.682189852
1,xen-vm1,0.040012043,0.000012043,16.722201895
1,xen-vm1,0.040002427,0.000002427,16.762204322
1,xen-vm1,0.040009870,0.000009870,16.802214192
1,xen-vm1,0.040013211,0.000013211,16.842227403
1,xen-vm1,0.040010533,0.000010533,16.882237936
1,xen-vm1,0.040012810,0.000012810,16.922250746
1,xen-vm1,0.040002773,0.000002773,16.962253519
1,xen-vm1,0.040014872,0.000014872,17.002268391
1,xen-vm1,0.040009644,0.000009644,17.042278035
1,xen-vm1,0.040011113,0.000011113,17.082289148
1,xen-vm1,0.040011511,0.000011511,17.122300659
1,xen-vm1,0.040002848,0.000002848,17.162303507
1,xen-vm1,0.040016637,0.000016637,17.202320144
1,xen-vm1,0.040006777,0.000006777,17.242326921
1,xen-vm1,0.040012671,0.000012671,17.282339592
1,xen-vm1,0.040011663,0.000011663,17.322351255
1,xen-vm1,0.040021557,0.000021557,17.362372812
1,xen-vm1,0.040011467,0.000011467,17.402384279
1,xen-vm1,0.040010402,0.000010402,17.442394681
1,xen-vm1,0.040003582,0.000003582,17.482398263
1,xen-vm1,0.040019406,0.000019406,17.522417669
1,xen-vm1,0.039993815,0.000006185,17.562411484
1,xen-vm1,0.040038132,0.000038132,17.602449616
1,xen-vm1,0.039993767,0.000006233,17.642443383
1,xen-vm1,0.040002122,0.000002122,17.682445505
1,xen-vm1,0.040016762,0.000016762,17.722462267
1,xen-vm1,0.040014528,0.000014528,17.762476795
1,xen-vm1,0.040009813,0.000009813,17.802486608
1,xen-vm1,0.040001479,0.000001479,17.842488087
1,xen-vm1,0.039997713,0.000002287,17.882485800
1,xen-vm1,0.040004415,0.000004415,17.922490215
1,xen-vm1,0.040017493,0.000017493,17.962507708
1,xen-vm1,0.040000939,0.000000939,18.002508647
1,xen-vm1,0.040007790,0.000007790,18.042516437
1,xen-vm1,0.040008006,0.000008006,18.082524443
1,xen-vm1,0.040011289,0.000011289,18.122535732
1,xen-vm1,0.040008236,0.000008236,18.162543968
1,xen-vm1,0.040011182,0.000011182,18.202555150
1,xen-vm1,0.040008605,0.000008605,18.242563755
1,xen-vm1,0.040032885,0.000032885,18.282596640
1,xen-vm1,0.040010241,0.000010241,18.322606881
1,xen-vm1,0.040011258,0.000011258,18.362618139
1,xen-vm1,0.040012103,0.000012103,18.402630242
1,xen-vm1,0.040005994,0.000005994,18.442636236
1,xen-vm1,0.040012561,0.000012561,18.482648797
1,xen-vm1,0.040010605,0.000010605,18.522659402
1,xen-vm1,0.040010068,0.000010068,18.562669470
1,xen-vm1,0.040012058,0.000012058,18.602681528
1,xen-vm1,0.040007084,0.000007084,18.642688612
1,xen-vm1,0.040013303,0.000013303,18.682701915
1,xen-vm1,0.040009903,0.000009903,18.722711818
1,xen-vm1,0.040020996,0.000020996,18.762732814
1,xen-vm1,0.040000060,0.000000060,18.802732874
1,xen-vm1,0.040011872,0.000011872,18.842744746
1,xen-vm1,0.040013724,0.000013724,18.882758470
1,xen-vm1,0.040008833,0.000008833,18.922767303
1,xen-vm1,0.040010703,0.000010703,18.962778006
1,xen-vm1,0.040010841,0.000010841,19.002788847
1,xen-vm1,0.039989705,0.000010295,19.042778552
1,xen-vm1,0.040013844,0.000013844,19.082792396
1,xen-vm1,0.040006065,0.000006065,19.122798461
1,xen-vm1,0.040014778,0.000014778,19.162813239
1,xen-vm1,0.040012825,0.000012825,19.202826064
