entry,hostname,delta,error,lastcall
3,xen-vm3,0.060014628,0.000014628,50.287825743
1,xen-vm1,0.060008849,0.000008849,50.297822312
2,xen-vm2,0.060018641,0.000018641,50.327850253
3,xen-vm3,0.060026163,0.000026163,50.347851906
1,xen-vm1,0.060016265,0.000016265,50.357838577
2,xen-vm2,0.060005423,0.000005423,50.387855676
3,xen-vm3,0.060003547,0.000003547,50.407855453
1,xen-vm1,0.060008298,0.000008298,50.417846875
2,xen-vm2,0.060022178,0.000022178,50.447877854
3,xen-vm3,0.060017509,0.000017509,50.467872962
1,xen-vm1,0.060018147,0.000018147,50.477865022
2,xen-vm2,0.059999706,0.000000294,50.507877560
3,xen-vm3,0.060004322,0.000004322,50.527877284
1,xen-vm1,0.060035877,0.000035877,50.537900899
2,xen-vm2,0.060022698,0.000022698,50.567900258
3,xen-vm3,0.060033385,0.000033385,50.587910669
1,xen-vm1,0.060021206,0.000021206,50.597922105
2,xen-vm2,0.060030597,0.000030597,50.627930855
3,xen-vm3,0.060012199,0.000012199,50.647922868
1,xen-vm1,0.059990504,0.000009496,50.657912609
2,xen-vm2,0.060024267,0.000024267,50.687955122
3,xen-vm3,0.060008038,0.000008038,50.707930906
1,xen-vm1,0.060041034,0.000041034,50.717953643
2,xen-vm2,0.060009367,0.000009367,50.747964489
3,xen-vm3,0.060021730,0.000021730,50.767952636
1,xen-vm1,0.060019077,0.000019077,50.777972720
2,xen-vm2,0.060027282,0.000027282,50.807991771
3,xen-vm3,0.060018283,0.000018283,50.827970919
1,xen-vm1,0.060025348,0.000025348,50.837998068
2,xen-vm2,0.060021707,0.000021707,50.868013478
3,xen-vm3,0.060025444,0.000025444,50.887996363
1,xen-vm1,0.060018903,0.000018903,50.898016971
2,xen-vm2,0.060022010,0.000022010,50.928035488
3,xen-vm3,0.060020627,0.000020627,50.948016990
1,xen-vm1,0.060017303,0.000017303,50.958034274
2,xen-vm2,0.060022775,0.000022775,50.988058263
3,xen-vm3,0.060049416,0.000049416,51.008066406
1,xen-vm1,0.060003743,0.000003743,51.018038017
2,xen-vm2,0.060020745,0.000020745,51.048079008
