entry,hostname,delta,error,lastcall
1,xen-vm1,0.049973213,0.000026787,0.020132947
2,xen-vm2,0.050022752,0.000022752,0.009979327
3,xen-vm3,0.049730359,0.000269641,0.009739530
4,xen-vm4,0.049950982,0.000049018,0.010099178
1,xen-vm1,0.050009998,0.000009998,0.020191963
2,xen-vm2,0.049869820,0.000130180,0.009839149
3,xen-vm3,0.050025288,0.000025288,0.009894998
4,xen-vm4,0.050223175,0.000223175,0.010297065
1,xen-vm1,0.049976004,0.000023996,0.019944792
2,xen-vm2,0.049953432,0.000046568,0.009816577
3,xen-vm3,0.050017881,0.000017881,0.009959447
4,xen-vm4,0.049781656,0.000218344,0.010060840
1,xen-vm1,0.049942613,0.000057387,0.020105749
2,xen-vm2,0.049978411,0.000021589,0.009852375
3,xen-vm3,0.050241321,0.000241321,0.010222357
4,xen-vm4,0.050012288,0.000012288,0.009831807
1,xen-vm1,0.050045981,0.000045981,0.020139442
2,xen-vm2,0.049976946,0.000023054,0.009783340
3,xen-vm3,0.049996026,0.000003974,0.010241437
4,xen-vm4,0.049991867,0.000008133,0.009827648
1,xen-vm1,0.050045520,0.000045520,0.020193095
2,xen-vm2,0.050054641,0.000054641,0.009792461
3,xen-vm3,0.049991185,0.000008815,0.010177981
4,xen-vm4,0.050194378,0.000194378,0.010030841
1,xen-vm1,0.049971183,0.000028817,0.019969900
2,xen-vm2,0.050152316,0.000152316,0.009973594
3,xen-vm3,0.049765193,0.000234807,0.009790858
4,xen-vm4,0.049988147,0.000011853,0.010253795
1,xen-vm1,0.050004225,0.000004225,0.019985978
2,xen-vm2,0.049964533,0.000035467,0.009933902
3,xen-vm3,0.050003087,0.000003087,0.009829412
4,xen-vm4,0.049821814,0.000178186,0.010072522
1,xen-vm1,0.049990463,0.000009537,0.020154627
2,xen-vm2,0.050048282,0.000048282,0.009991721
3,xen-vm3,0.050024016,0.000024016,0.009805146
4,xen-vm4,0.050170353,0.000170353,0.010218859
1,xen-vm1,0.049856780,0.000143220,0.019841054
2,xen-vm2,0.049964738,0.000035262,0.010099679
3,xen-vm3,0.049976811,0.000023189,0.009817219
4,xen-vm4,0.049793845,0.000206155,0.010035893
1,xen-vm1,0.050146377,0.000146377,0.020193586
2,xen-vm2,0.050037106,0.000037106,0.009990408
3,xen-vm3,0.050239963,0.000239963,0.010020076
4,xen-vm4,0.050205884,0.000205884,0.010001814
1,xen-vm1,0.050043956,0.000043956,0.020031658
2,xen-vm2,0.049835556,0.000164444,0.009782008
3,xen-vm3,0.049989526,0.000010474,0.010174046
4,xen-vm4,0.050028315,0.000028315,0.010040603
1,xen-vm1,0.049958093,0.000041907,0.019961436
2,xen-vm2,0.050130039,0.000130039,0.009953954
3,xen-vm3,0.049800460,0.000199540,0.009844467
4,xen-vm4,0.049968513,0.000031487,0.010208656
1,xen-vm1,0.050009547,0.000009547,0.020002470
2,xen-vm2,0.049825739,0.000174261,0.009770146
3,xen-vm3,0.049960789,0.000039211,0.009979517
4,xen-vm4,0.049766401,0.000233599,0.010014268
